id,city_id,name,status,type,code
591,52,Tân Phú Đông,active,huyen,825
592,53,Bến Tre,active,thanh-pho,829
593,53,Châu Thành,active,huyen,831
594,53,Chợ Lách,active,huyen,832
595,53,Mỏ Cày Nam,active,huyen,833
596,53,Giồng Trôm,active,huyen,834
597,53,Bình Đại,active,huyen,835
598,53,Ba Tri,active,huyen,836
599,53,Thạnh Phú,active,huyen,837
600,53,Mỏ Cày Bắc,active,huyen,838
601,54,Trà Vinh,active,xa,842
602,54,Càng Long,active,huyen,844
603,54,Cầu Kè,active,huyen,845
604,54,Tiểu Cần,active,huyen,846
605,54,Châu Thành,active,huyen,847
606,54,Cầu Ngang,active,huyen,848
607,54,Trà Cú,active,huyen,849
608,54,Duyên Hải,active,huyen,850
609,55,Vĩnh Long,active,thanh-pho,855
610,55,Long Hồ,active,huyen,857
611,55,Mang Thít,active,huyen,858
612,55,Vũng Liêm,active,huyen,859
613,55,Tam Bình,active,huyen,860
614,55,Bình Minh,active,huyen,861
615,55,Trà Ôn,active,huyen,862
616,55,Bình Tân,active,huyen,863
617,56,Cao Lãnh,active,thanh-pho,866
618,56,Sa Đéc,active,xa,867
619,56,Hồng Ngự,active,xa,868
620,56,Tân Hồng,active,huyen,869
621,56,Hồng Ngự,active,huyen,870
622,56,Tam Nông,active,huyen,871
